0,1,2
权昶勋,韩国,come_from
郑优营,弗赖堡,work_for
郑优营,中场,play_the_role_of
郑优营,韩国,come_from
宋旻揆,全北现代汽车,work_for
宋旻揆,中场,play_the_role_of
宋旻揆,韩国,come_from
曹圭成,全北现代汽车,work_for
曹圭成,前锋,play_the_role_of
曹圭成,韩国,come_from
黄义助,奥林匹亚科斯,work_for
黄义助,前锋,play_the_role_of
黄义助,韩国,come_from
吉列尔莫·奥乔亚,CF阿美利加,work_for
吉列尔莫·奥乔亚,门将,play_the_role_of
吉列尔莫·奥乔亚,墨西哥,come_from
阿尔弗雷多·塔拉韦拉,普马斯,work_for
阿尔弗雷多·塔拉韦拉,门将,play_the_role_of
阿尔弗雷多·塔拉韦拉,墨西哥,come_from
鲁道夫·科塔,莱昂,work_for
鲁道夫·科塔,门将,play_the_role_of
鲁道夫·科塔,墨西哥,come_from
赫克托·莫雷诺,蒙特雷,work_for
赫克托·莫雷诺,后卫,play_the_role_of
赫克托·莫雷诺,墨西哥,come_from
赫苏斯·加利亚多,蒙特雷,work_for
赫苏斯·加利亚多,后卫,play_the_role_of
赫苏斯·加利亚多,墨西哥,come_from
内斯托尔·阿劳霍,切尔达,work_for
内斯托尔·阿劳霍,后卫,play_the_role_of
内斯托尔·阿劳霍,墨西哥,come_from
塞萨尔·蒙特斯,蒙特雷,work_for
塞萨尔·蒙特斯,后卫,play_the_role_of
塞萨尔·蒙特斯,墨西哥,come_from
豪尔赫·桑切斯,CF阿美利加,work_for
豪尔赫·桑切斯,后卫,play_the_role_of
豪尔赫·桑切斯,墨西哥,come_from
赫拉尔多·阿特亚加,亨克,work_for
赫拉尔多·阿特亚加,后卫,play_the_role_of
赫拉尔多·阿特亚加,墨西哥,come_from
赫苏斯·阿尔韦托·安古洛,堤格雷斯,work_for
赫苏斯·阿尔韦托·安古洛,后卫,play_the_role_of
赫苏斯·阿尔韦托·安古洛,墨西哥,come_from
约翰·巴斯克斯,热那亚,work_for
约翰·巴斯克斯,后卫,play_the_role_of
约翰·巴斯克斯,墨西哥,come_from
埃德松·阿尔瓦雷斯,阿积士,work_for
埃德松·阿尔瓦雷斯,中场,play_the_role_of
埃德松·阿尔瓦雷斯,墨西哥,come_from
路易斯·罗莫,蒙特雷,work_for
路易斯·罗莫,中场,play_the_role_of
路易斯·罗莫,墨西哥,come_from
卡洛斯·罗德里格斯,蓝十字,work_for
卡洛斯·罗德里格斯,中场,play_the_role_of
卡洛斯·罗德里格斯,墨西哥,come_from
迭戈·莱内斯,贝蒂斯,work_for
迭戈·莱内斯,中场,play_the_role_of
迭戈·莱内斯,墨西哥,come_from
埃里克·古铁雷斯,PSV燕豪芬,work_for
埃里克·古铁雷斯,中场,play_the_role_of
埃里克·古铁雷斯,墨西哥,come_from
乌列·安图纳,蓝十字,work_for
乌列·安图纳,中场,play_the_role_of
乌列·安图纳,墨西哥,come_from
罗伯托·阿尔瓦拉多,瓜达拉哈拉,work_for
罗伯托·阿尔瓦拉多,中场,play_the_role_of
罗伯托·阿尔瓦拉多,墨西哥,come_from
劳尔·希门尼斯,狼队,work_for
劳尔·希门尼斯,前锋,play_the_role_of
劳尔·希门尼斯,墨西哥,come_from
亚历克西斯·维加,瓜达拉哈拉,work_for
亚历克西斯·维加,前锋,play_the_role_of
亚历克西斯·维加,墨西哥,come_from
赫苏斯·科罗纳,西维尔,work_for
赫苏斯·科罗纳,前锋,play_the_role_of
赫苏斯·科罗纳,墨西哥,come_from
圣地亚哥·希门尼斯,蓝十字,work_for
圣地亚哥·希门尼斯,前锋,play_the_role_of
圣地亚哥·希门尼斯,墨西哥,come_from
亨利·马丁,CF阿美利加,work_for
亨利·马丁,前锋,play_the_role_of
亨利·马丁,墨西哥,come_from
伊尔文·洛萨诺,拿玻里,work_for
伊尔文·洛萨诺,前锋,play_the_role_of
伊尔文·洛萨诺,墨西哥,come_from
鲁伊·帕特里西奥,罗马,work_for
鲁伊·帕特里西奥,门将,play_the_role_of
鲁伊·帕特里西奥,葡萄牙,come_from
何塞·萨,狼队,work_for
何塞·萨,门将,play_the_role_of
何塞·萨,葡萄牙,come_from
迪奥戈·科斯塔,波尔图,work_for
迪奥戈·科斯塔,门将,play_the_role_of
迪奥戈·科斯塔,葡萄牙,come_from
迪奥戈·达洛特,曼联,work_for
迪奥戈·达洛特,后卫,play_the_role_of
迪奥戈·达洛特,葡萄牙,come_from
佩佩,波尔图,work_for
佩佩,后卫,play_the_role_of
佩佩,葡萄牙,come_from
鲁本·迪亚斯,曼城,work_for
鲁本·迪亚斯,后卫,play_the_role_of
鲁本·迪亚斯,葡萄牙,come_from
拉斐尔·古埃雷罗,多特蒙德,work_for
拉斐尔·古埃雷罗,后卫,play_the_role_of
拉斐尔·古埃雷罗,葡萄牙,come_from
达尼洛·佩雷拉,巴黎圣日耳曼,work_for
达尼洛·佩雷拉,后卫,play_the_role_of
达尼洛·佩雷拉,葡萄牙,come_from
努诺·门德斯,巴黎圣日耳曼,work_for
努诺·门德斯,后卫,play_the_role_of
努诺·门德斯,葡萄牙,come_from
若奥·坎塞罗,曼城,work_for
若奥·坎塞罗,后卫,play_the_role_of
若奥·坎塞罗,葡萄牙,come_from
安东尼奥·席尔瓦,本菲卡,work_for
安东尼奥·席尔瓦,后卫,play_the_role_of
安东尼奥·席尔瓦,葡萄牙,come_from
若昂·帕利尼亚,富勒姆,work_for
若昂·帕利尼亚,中场,play_the_role_of
若昂·帕利尼亚,葡萄牙,come_from
布鲁诺·费尔南德斯,曼联,work_for
布鲁诺·费尔南德斯,中场,play_the_role_of
布鲁诺·费尔南德斯,葡萄牙,come_from
贝纳多·席尔瓦,曼城,work_for
贝纳多·席尔瓦,中场,play_the_role_of
贝纳多·席尔瓦,葡萄牙,come_from
威廉·卡维奴,皇家贝蒂斯,work_for
威廉·卡维奴,中场,play_the_role_of
威廉·卡维奴,葡萄牙,come_from
维蒂尼亚,巴黎圣日耳曼,work_for
维蒂尼亚,中场,play_the_role_of
维蒂尼亚,葡萄牙,come_from
祖奥·马里奥,本菲卡,work_for
祖奥·马里奥,中场,play_the_role_of
祖奥·马里奥,葡萄牙,come_from
鲁本·内维斯,狼队,work_for
鲁本·内维斯,中场,play_the_role_of
鲁本·内维斯,葡萄牙,come_from
马修斯·努内斯,狼队,work_for
马修斯·努内斯,中场,play_the_role_of
马修斯·努内斯,葡萄牙,come_from
奥塔维奥,波尔图,work_for
奥塔维奥,中场,play_the_role_of
奥塔维奥,葡萄牙,come_from
克里斯蒂亚诺·罗纳尔多,自由身,work_for
克里斯蒂亚诺·罗纳尔多,前锋,play_the_role_of
克里斯蒂亚诺·罗纳尔多,葡萄牙,come_from
安德烈·席尔瓦,莱比锡,work_for
安德烈·席尔瓦,前锋,play_the_role_of
安德烈·席尔瓦,葡萄牙,come_from
若奥·菲利克斯,马德里竞技,work_for
若奥·菲利克斯,前锋,play_the_role_of
若奥·菲利克斯,葡萄牙,come_from
拉斐尔·莱昂,AC米兰,work_for
拉斐尔·莱昂,前锋,play_the_role_of
拉斐尔·莱昂,葡萄牙,come_from
里卡多·奥尔塔,布拉加,work_for
里卡多·奥尔塔,前锋,play_the_role_of
里卡多·奥尔塔,葡萄牙,come_from
贡萨洛·拉莫斯 ,本菲卡,work_for
贡萨洛·拉莫斯 ,前锋,play_the_role_of
贡萨洛·拉莫斯 ,葡萄牙,come_from
辛尼·迪安,昆士柏流浪,work_for
辛尼·迪安,门将,play_the_role_of
辛尼·迪安,塞内加尔,come_from
爱德华·门迪,切尔西,work_for
爱德华·门迪,门将,play_the_role_of
爱德华·门迪,塞内加尔,come_from
阿弗瑞德·高米兹,雷恩,work_for
阿弗瑞德·高米兹,门将,play_the_role_of
阿弗瑞德·高米兹,塞内加尔,come_from
福代·巴洛-图雷,AC米兰,work_for
福代·巴洛-图雷,后卫,play_the_role_of
福代·巴洛-图雷,塞内加尔,come_from
库利巴利,切尔西,work_for
库利巴利,后卫,play_the_role_of
库利巴利,塞内加尔,come_from
帕普·阿布·西塞,奥林比亚高斯,work_for
帕普·阿布·西塞,后卫,play_the_role_of
帕普·阿布·西塞,塞内加尔,come_from
穆萨·恩迪亚耶,安德列治,work_for
穆萨·恩迪亚耶,后卫,play_the_role_of
穆萨·恩迪亚耶,塞内加尔,come_from
尤素夫·沙巴利,贝蒂斯,work_for
尤素夫·沙巴利,后卫,play_the_role_of
尤素夫·沙巴利,塞内加尔,come_from
伊斯梅尔·雅各布斯,摩纳哥,work_for
伊斯梅尔·雅各布斯,后卫,play_the_role_of
伊斯梅尔·雅各布斯,塞内加尔,come_from
福尔摩斯·门迪,艾米恩斯,work_for
福尔摩斯·门迪,后卫,play_the_role_of
福尔摩斯·门迪,塞内加尔,come_from
阿卜杜·迪亚洛,莱比锡,work_for
阿卜杜·迪亚洛,后卫,play_the_role_of
阿卜杜·迪亚洛,塞内加尔,come_from
伊德里萨·盖伊,爱华顿,work_for
伊德里萨·盖伊,中场,play_the_role_of
伊德里萨·盖伊,塞内加尔,come_from
南帕利·门迪,李斯特城,work_for
南帕利·门迪,中场,play_the_role_of
南帕利·门迪,塞内加尔,come_from
查克哈欧·库亚特,诺定咸森林,work_for
查克哈欧·库亚特,中场,play_the_role_of
查克哈欧·库亚特,塞内加尔,come_from
帕勒·西斯,华历简奴,work_for
帕勒·西斯,中场,play_the_role_of
帕勒·西斯,塞内加尔,come_from
克雷平·迪亚塔,摩纳哥,work_for
克雷平·迪亚塔,中场,play_the_role_of
克雷平·迪亚塔,塞内加尔,come_from
帕普·马塔尔·萨尔,热刺,work_for
帕普·马塔尔·萨尔,中场,play_the_role_of
帕普·马塔尔·萨尔,塞内加尔,come_from
穆斯塔法·纳米,帕福斯,work_for
穆斯塔法·纳米,中场,play_the_role_of
穆斯塔法·纳米,塞内加尔,come_from
马马杜·卢姆,雷丁,work_for
马马杜·卢姆,中场,play_the_role_of
马马杜·卢姆,塞内加尔,come_from
帕佩·古尔,马赛,work_for
帕佩·古尔,中场,play_the_role_of
帕佩·古尔,塞内加尔,come_from
尼古拉斯·杰克森,维拉利尔,work_for
尼古拉斯·杰克森,前锋,play_the_role_of
尼古拉斯·杰克森,塞内加尔,come_from
伊利曼·恩迪亚耶,锡菲联,work_for
伊利曼·恩迪亚耶,前锋,play_the_role_of
伊利曼·恩迪亚耶,塞内加尔,come_from
伊斯马伊拉·萨尔,屈福特,work_for
伊斯马伊拉·萨尔,前锋,play_the_role_of
伊斯马伊拉·萨尔,塞内加尔,come_from
法玛拉·迪迪乌,阿拉尼亚,work_for
法玛拉·迪迪乌,前锋,play_the_role_of
法玛拉·迪迪乌,塞内加尔,come_from
班巴·迪昂,马赛,work_for
班巴·迪昂,前锋,play_the_role_of
班巴·迪昂,塞内加尔,come_from
布莱耶·迪亚,沙兰力坦拿,work_for
布莱耶·迪亚,前锋,play_the_role_of
布莱耶·迪亚,塞内加尔,come_from
理查·奥沃里,马利特斯堡联足球会,work_for
理查·奥沃里,门将,play_the_role_of
理查·奥沃里,加纳,come_from
劳伦斯·塔蒂-齐吉,索察,work_for
劳伦斯·塔蒂-齐吉,门将,play_the_role_of
劳伦斯·塔蒂-齐吉,加纳,come_from
菲力克斯·安南,阿善提科图科,work_for
菲力克斯·安南,门将,play_the_role_of
菲力克斯·安南,加纳,come_from
约瑟夫·阿塔马,巴沙克舒希,work_for
约瑟夫·阿塔马,后卫,play_the_role_of
约瑟夫·阿塔马,加纳,come_from
乔纳森·门萨,哥伦布机员,work_for
乔纳森·门萨,后卫,play_the_role_of
乔纳森·门萨,加纳,come_from
卢蒙·阿格贝耶努,士砵亭,work_for
卢蒙·阿格贝耶努,后卫,play_the_role_of
卢蒙·阿格贝耶努,加纳,come_from
凯西姆·努胡,辛斯海姆,work_for
凯西姆·努胡,后卫,play_the_role_of
凯西姆·努胡,加纳,come_from
艾度·巴巴,切尔西,work_for
艾度·巴巴,后卫,play_the_role_of
艾度·巴巴,加纳,come_from
约瑟夫·艾杜,切尔达,work_for
约瑟夫·艾杜,后卫,play_the_role_of
约瑟夫·艾杜,加纳,come_from
约翰·博耶,梅斯,work_for
约翰·博耶,后卫,play_the_role_of
约翰·博耶,加纳,come_from
安迪·亚多姆,雷丁,work_for
安迪·亚多姆,后卫,play_the_role_of
安迪·亚多姆,加纳,come_from
托马斯·帕尔特伊,兵工厂,work_for
托马斯·帕尔特伊,中场,play_the_role_of
托马斯·帕尔特伊,加纳,come_from
阿弗里耶·阿奎,安玻里,work_for
阿弗里耶·阿奎,中场,play_the_role_of
阿弗里耶·阿奎,加纳,come_from
克利斯蒂安·阿特苏,水晶宫,work_for
克利斯蒂安·阿特苏,中场,play_the_role_of
克利斯蒂安·阿特苏,加纳,come_from
安德雷·阿尤,史云斯,work_for
安德雷·阿尤,中场,play_the_role_of
安德雷·阿尤,加纳,come_from
穆巴拉克·瓦卡索,艾拉维斯,work_for
穆巴拉克·瓦卡索,中场,play_the_role_of
穆巴拉克·瓦卡索,加纳,come_from
萨姆尔·奥武苏,古卡历基,work_for
萨姆尔·奥武苏,中场,play_the_role_of
萨姆尔·奥武苏,加纳,come_from
卡瓦多·阿萨莫阿,国际米兰,work_for
卡瓦多·阿萨莫阿,中场,play_the_role_of
卡瓦多·阿萨莫阿,加纳,come_from
汤玛斯·阿吉蓬,曼城,work_for
汤玛斯·阿吉蓬,中场,play_the_role_of
汤玛斯·阿吉蓬,加纳,come_from
阿萨莫阿·吉安,卡塞利,work_for
阿萨莫阿·吉安,前锋,play_the_role_of
阿萨莫阿·吉安,加纳,come_from
奥武苏·卡瓦贝纳,利根尼斯,work_for
奥武苏·卡瓦贝纳,前锋,play_the_role_of
奥武苏·卡瓦贝纳,加纳,come_from
乔丹·阿尤,水晶宫,work_for
乔丹·阿尤,前锋,play_the_role_of
乔丹·阿尤,加纳,come_from
卡莱布·埃库班,特拉布宗,work_for
卡莱布·埃库班,前锋,play_the_role_of
卡莱布·埃库班,加纳,come_from
沃伊切赫·什琴斯尼,尤文图斯,work_for
沃伊切赫·什琴斯尼,门将,play_the_role_of
沃伊切赫·什琴斯尼,波兰,come_from
卢卡什·斯科鲁普斯基,博洛尼亚,work_for
卢卡什·斯科鲁普斯基,门将,play_the_role_of
卢卡什·斯科鲁普斯基,波兰,come_from
卡米尔·格拉巴拉,哥本哈根,work_for
卡米尔·格拉巴拉,门将,play_the_role_of
卡米尔·格拉巴拉,波兰,come_from
马蒂·卡什,阿斯顿维拉,work_for
马蒂·卡什,后卫,play_the_role_of
马蒂·卡什,波兰,come_from
亚瑟·耶德尔泽西克,华沙莱吉亚,work_for
亚瑟·耶德尔泽西克,后卫,play_the_role_of
亚瑟·耶德尔泽西克,波兰,come_from
马特乌什·维特斯卡,克莱蒙,work_for
马特乌什·维特斯卡,后卫,play_the_role_of
马特乌什·维特斯卡,波兰,come_from
扬·贝德纳雷克,阿斯顿维拉,work_for
扬·贝德纳雷克,后卫,play_the_role_of
扬·贝德纳雷克,波兰,come_from
雅各布·基维奥尔,斯佩齐亚,work_for
雅各布·基维奥尔,后卫,play_the_role_of
雅各布·基维奥尔,波兰,come_from
卡米尔·格里克,贝内文托,work_for
卡米尔·格里克,后卫,play_the_role_of
卡米尔·格里克,波兰,come_from
巴托斯·贝雷辛内斯基,桑普多利亚,work_for
巴托斯·贝雷辛内斯基,后卫,play_the_role_of
巴托斯·贝雷辛内斯基,波兰,come_from
尼科拉·扎勒维斯基,罗马,work_for
尼科拉·扎勒维斯基,后卫,play_the_role_of
尼科拉·扎勒维斯基,波兰,come_from
罗伯特·古姆尼,奥格斯堡,work_for
罗伯特·古姆尼,后卫,play_the_role_of
罗伯特·古姆尼,波兰,come_from
克里斯蒂安·别利克,伯明翰,work_for
克里斯蒂安·别利克,中场,play_the_role_of
克里斯蒂安·别利克,波兰,come_from
达米安·希曼斯基,AEK雅典,work_for
达米安·希曼斯基,中场,play_the_role_of
达米安·希曼斯基,波兰,come_from
格里高兹·科里乔维亚克,艾沙比,work_for
格里高兹·科里乔维亚克,中场,play_the_role_of
格里高兹·科里乔维亚克,波兰,come_from
卡米尔·格罗西茨基,什切青波贡,work_for
卡米尔·格罗西茨基,中场,play_the_role_of
卡米尔·格罗西茨基,波兰,come_from
雅各布·卡明斯基,沃尔夫斯堡,work_for
雅各布·卡明斯基,中场,play_the_role_of
雅各布·卡明斯基,波兰,come_from
希蒙·茹尔科夫斯基,佛罗伦萨,work_for
希蒙·茹尔科夫斯基,中场,play_the_role_of
希蒙·茹尔科夫斯基,波兰,come_from
塞巴斯蒂安·希曼斯基,飞燕诺,work_for
塞巴斯蒂安·希曼斯基,中场,play_the_role_of
塞巴斯蒂安·希曼斯基,波兰,come_from
彼得·杰林斯基,那不勒斯,work_for
彼得·杰林斯基,中场,play_the_role_of
彼得·杰林斯基,波兰,come_from
普热梅斯瓦夫·弗兰科夫斯基,朗斯,work_for
普热梅斯瓦夫·弗兰科夫斯基,中场,play_the_role_of
普热梅斯瓦夫·弗兰科夫斯基,波兰,come_from
米哈乌·斯库拉希,波兹南莱克,work_for
米哈乌·斯库拉希,中场,play_the_role_of
米哈乌·斯库拉希,波兰,come_from
阿卡迪乌什·米利克,尤文图斯,work_for
阿卡迪乌什·米利克,前锋,play_the_role_of
阿卡迪乌什·米利克,波兰,come_from
莱万多夫斯基,巴塞罗那,work_for
莱万多夫斯基,前锋,play_the_role_of
莱万多夫斯基,波兰,come_from
卡罗尔·希维德尔斯基,夏洛特,work_for
卡罗尔·希维德尔斯基,前锋,play_the_role_of
卡罗尔·希维德尔斯基,波兰,come_from
克日什托夫·皮亚特克,沙勒尼塔纳,work_for
克日什托夫·皮亚特克,前锋,play_the_role_of
克日什托夫·皮亚特克,波兰,come_from
费尔南多·穆斯莱拉,加拉塔萨雷,work_for
费尔南多·穆斯莱拉,门将,play_the_role_of
费尔南多·穆斯莱拉,乌拉圭,come_from
塞瓦斯蒂安·索萨,独立,work_for
塞瓦斯蒂安·索萨,门将,play_the_role_of
塞瓦斯蒂安·索萨,乌拉圭,come_from
塞尔希奥·罗切特,乌拉圭民族,work_for
塞尔希奥·罗切特,门将,play_the_role_of
塞尔希奥·罗切特,乌拉圭,come_from
荷西·玛利亚·基文尼斯,马德里竞技,work_for
荷西·玛利亚·基文尼斯,后卫,play_the_role_of
荷西·玛利亚·基文尼斯,乌拉圭,come_from
迭戈·戈丁,萨斯菲尔德,work_for
迭戈·戈丁,后卫,play_the_role_of
迭戈·戈丁,乌拉圭,come_from
罗纳德·阿劳霍,巴塞罗那,work_for
罗纳德·阿劳霍,后卫,play_the_role_of
罗纳德·阿劳霍,乌拉圭,come_from
吉列尔莫·巴雷拉,弗拉门戈,work_for
吉列尔莫·巴雷拉,后卫,play_the_role_of
吉列尔莫·巴雷拉,乌拉圭,come_from
马蒂亚斯·奥利韦拉,那不勒斯,work_for
马蒂亚斯·奥利韦拉,后卫,play_the_role_of
马蒂亚斯·奥利韦拉,乌拉圭,come_from
马蒂亚斯·比尼亚,罗马,work_for
马蒂亚斯·比尼亚,后卫,play_the_role_of
马蒂亚斯·比尼亚,乌拉圭,come_from
塞巴斯蒂安·科茨,葡萄牙体育,work_for
塞巴斯蒂安·科茨,后卫,play_the_role_of
塞巴斯蒂安·科茨,乌拉圭,come_from
马田·卡沙利斯,洛杉矶银河,work_for
马田·卡沙利斯,后卫,play_the_role_of
马田·卡沙利斯,乌拉圭,come_from
荷西·路易斯·罗德里奎,乌拉圭民族,work_for
荷西·路易斯·罗德里奎,后卫,play_the_role_of
荷西·路易斯·罗德里奎,乌拉圭,come_from
马蒂亚斯·维西诺,拉素,work_for
马蒂亚斯·维西诺,中场,play_the_role_of
马蒂亚斯·维西诺,乌拉圭,come_from
罗德里戈·本坦库尔,热刺,work_for
罗德里戈·本坦库尔,中场,play_the_role_of
罗德里戈·本坦库尔,乌拉圭,come_from
尼古拉斯·德拉克鲁兹,河床,work_for
尼古拉斯·德拉克鲁兹,中场,play_the_role_of
尼古拉斯·德拉克鲁兹,乌拉圭,come_from
乔尔詹·德·阿拉斯卡埃塔,弗拉门戈,work_for
乔尔詹·德·阿拉斯卡埃塔,中场,play_the_role_of
乔尔詹·德·阿拉斯卡埃塔,乌拉圭,come_from
卢卡斯·托雷拉,加拉塔萨雷,work_for
卢卡斯·托雷拉,中场,play_the_role_of
卢卡斯·托雷拉,乌拉圭,come_from
费德里科·巴尔韦德,皇家马德里,work_for
费德里科·巴尔韦德,中场,play_the_role_of
费德里科·巴尔韦德,乌拉圭,come_from
曼努埃尔·乌加特,葡萄牙体育,work_for
曼努埃尔·乌加特,中场,play_the_role_of
曼努埃尔·乌加特,乌拉圭,come_from
法昆多·佩里斯里,曼联,work_for
法昆多·佩里斯里,前锋,play_the_role_of
法昆多·佩里斯里,乌拉圭,come_from
路易斯·苏亚雷斯,乌拉圭民族,work_for
路易斯·苏亚雷斯,前锋,play_the_role_of
路易斯·苏亚雷斯,乌拉圭,come_from
达云·纽尼斯,利物浦,work_for
达云·纽尼斯,前锋,play_the_role_of
达云·纽尼斯,乌拉圭,come_from
麦斯·高美斯,特拉布宗体育,work_for
麦斯·高美斯,前锋,play_the_role_of
麦斯·高美斯,乌拉圭,come_from
法昆多·托雷斯,奥兰多城,work_for
法昆多·托雷斯,前锋,play_the_role_of
法昆多·托雷斯,乌拉圭,come_from
埃丁森·卡瓦尼,瓦伦西亚,work_for
埃丁森·卡瓦尼,前锋,play_the_role_of
埃丁森·卡瓦尼,乌拉圭,come_from
阿古斯丁·卡诺比奥,巴拉纳竞技,work_for
阿古斯丁·卡诺比奥,前锋,play_the_role_of
阿古斯丁·卡诺比奥,乌拉圭,come_from
亨尼西,诺定咸森林,work_for
亨尼西,门将,play_the_role_of
亨尼西,威尔士,come_from
瓦德,李斯特城,work_for
瓦德,门将,play_the_role_of
瓦德,威尔士,come_from
亚当·戴维斯,锡菲联,work_for
亚当·戴维斯,门将,play_the_role_of
亚当·戴维斯,威尔士,come_from
克里斯·冈特尔,AFC温布顿,work_for
克里斯·冈特尔,后卫,play_the_role_of
克里斯·冈特尔,威尔士,come_from
内科·威廉斯,诺定咸森林,work_for
内科·威廉斯,后卫,play_the_role_of
内科·威廉斯,威尔士,come_from
本·戴维斯,热刺,work_for
本·戴维斯,后卫,play_the_role_of
本·戴维斯,威尔士,come_from
克里斯·梅菲姆,般尼茅夫,work_for
克里斯·梅菲姆,后卫,play_the_role_of
克里斯·梅菲姆,威尔士,come_from
罗登,雷恩,work_for
罗登,后卫,play_the_role_of
罗登,威尔士,come_from
康纳·罗伯茨,般尼,work_for
康纳·罗伯茨,后卫,play_the_role_of
康纳·罗伯茨,威尔士,come_from
安姆帕杜,史柏斯亚,work_for
安姆帕杜,后卫,play_the_role_of
安姆帕杜,威尔士,come_from
汤姆·洛克耶,卢顿,work_for
汤姆·洛克耶,后卫,play_the_role_of
汤姆·洛克耶,威尔士,come_from
本·卡班戈,史云斯,work_for
本·卡班戈,后卫,play_the_role_of
本·卡班戈,威尔士,come_from
乔·艾伦,史云斯,work_for
乔·艾伦,中场,play_the_role_of
乔·艾伦,威尔士,come_from
哈里·威尔逊,富咸,work_for
哈里·威尔逊,中场,play_the_role_of
哈里·威尔逊,威尔士,come_from
拉姆塞,尼斯,work_for
拉姆塞,中场,play_the_role_of
拉姆塞,威尔士,come_from
乔·莫雷尔,朴次茅夫,work_for
乔·莫雷尔,中场,play_the_role_of
乔·莫雷尔,威尔士,come_from
乔纳森·威廉姆斯,史云顿,work_for
乔纳森·威廉姆斯,中场,play_the_role_of
乔纳森·威廉姆斯,威尔士,come_from
索尔巴·托马斯,哈德斯菲尔德,work_for
索尔巴·托马斯,中场,play_the_role_of
索尔巴·托马斯,威尔士,come_from
迪伦·莱维特,登地联,work_for
迪伦·莱维特,中场,play_the_role_of
迪伦·莱维特,威尔士,come_from
鲁宾·科尔威尔,卡迪夫城,work_for
鲁宾·科尔威尔,中场,play_the_role_of
鲁宾·科尔威尔,威尔士,come_from
马修·史密斯,米尔顿凯恩斯,work_for
马修·史密斯,中场,play_the_role_of
马修·史密斯,威尔士,come_from
布伦南·约翰逊,诺定咸森林,work_for
布伦南·约翰逊,前锋,play_the_role_of
布伦南·约翰逊,威尔士,come_from
格瑞斯·贝尔,FC洛杉矶,work_for
格瑞斯·贝尔,前锋,play_the_role_of
格瑞斯·贝尔,威尔士,come_from
摩尔,般尼茅夫,work_for
摩尔,前锋,play_the_role_of
摩尔,威尔士,come_from
马克·哈里斯,卡迪夫城,work_for
马克·哈里斯,前锋,play_the_role_of
马克·哈里斯,威尔士,come_from
丹尼尔·詹姆斯,富咸,work_for
丹尼尔·詹姆斯,前锋,play_the_role_of
丹尼尔·詹姆斯,威尔士,come_from
罗伯特·桑切斯,布莱顿,work_for
罗伯特·桑切斯,门将,play_the_role_of
罗伯特·桑切斯,西班牙,come_from
大卫·拉亚,布伦特福德,work_for
大卫·拉亚,门将,play_the_role_of
大卫·拉亚,西班牙,come_from
乌奈·西蒙,毕尔包,work_for
乌奈·西蒙,门将,play_the_role_of
乌奈·西蒙,西班牙,come_from
阿斯皮利奎塔,车路士,work_for
阿斯皮利奎塔,右后卫,play_the_role_of
阿斯皮利奎塔,西班牙,come_from
加西亚,巴塞隆拿,work_for
加西亚,中后卫,play_the_role_of
加西亚,西班牙,come_from
保·托雷斯,比利亚雷阿尔,work_for
保·托雷斯,中后卫,play_the_role_of
保·托雷斯,西班牙,come_from
亚历杭德罗·巴尔德,巴塞隆拿,work_for
亚历杭德罗·巴尔德,左后卫,play_the_role_of
亚历杭德罗·巴尔德,西班牙,come_from
雨果·吉拉蒙,瓦伦西亚,work_for
雨果·吉拉蒙,中后卫,play_the_role_of
雨果·吉拉蒙,西班牙,come_from
阿尔巴,巴塞隆拿,work_for
阿尔巴,左后卫,play_the_role_of
阿尔巴,西班牙,come_from
丹尼尔·卡瓦哈尔,皇家马德里,work_for
丹尼尔·卡瓦哈尔,右后卫,play_the_role_of
丹尼尔·卡瓦哈尔,西班牙,come_from
拉波尔特,曼城,work_for
拉波尔特,中后卫,play_the_role_of
拉波尔特,西班牙,come_from
布斯克茨,巴塞隆拿,work_for
布斯克茨,防守中场,play_the_role_of
布斯克茨,西班牙,come_from
马科斯·略伦特,马德里竞技,work_for
马科斯·略伦特,中中场,play_the_role_of
马科斯·略伦特,西班牙,come_from
科克,马德里竞技,work_for
科克,中中场,play_the_role_of
科克,西班牙,come_from
加维,巴塞隆拿,work_for
加维,中中场,play_the_role_of
加维,西班牙,come_from
罗德里,曼城,work_for
罗德里,防守中场,play_the_role_of
罗德里,西班牙,come_from
索莱尔,巴黎圣日耳曼,work_for
索莱尔,中中场,play_the_role_of
索莱尔,西班牙,come_from
佩德里,巴塞隆拿,work_for
佩德里,攻击中场,play_the_role_of
佩德里,西班牙,come_from
阿尔瓦罗·莫拉塔,马德里竞技,work_for
阿尔瓦罗·莫拉塔,中锋,play_the_role_of
阿尔瓦罗·莫拉塔,西班牙,come_from
阿森西奥,皇家马德里,work_for
阿森西奥,前锋,play_the_role_of
阿森西奥,西班牙,come_from
费兰·托雷斯,巴塞隆拿,work_for
费兰·托雷斯,右翼,play_the_role_of
费兰·托雷斯,西班牙,come_from
尼科·威廉斯,毕尔包竞技,work_for
尼科·威廉斯,前锋,play_the_role_of
尼科·威廉斯,西班牙,come_from
耶雷米·皮诺,比利亚雷亚尔,work_for
耶雷米·皮诺,右翼,play_the_role_of
耶雷米·皮诺,西班牙,come_from
奥尔莫,莱比锡红牛,work_for
奥尔莫,右翼,play_the_role_of
奥尔莫,西班牙,come_from
萨拉维亚,巴黎圣日耳曼,work_for
萨拉维亚,前锋,play_the_role_of
萨拉维亚,西班牙,come_from
安苏·法蒂,巴塞隆拿,work_for
